Actual,Predicted,Lower Bound (95%),Upper Bound (95%)
9348.0,9773.67,7699.549879335393,11847.790120664607
5819.0,5664.47,4046.5285129744157,7282.411487025585
3997.0,4179.53,2436.3955960533162,5922.664403946683
8886.0,8695.48,6839.485376348477,10551.474623651522
4892.0,5280.24,4195.583610521821,6364.896389478178
5600.0,5662.9,4353.996048315234,6971.803951684766
3624.0,4038.84,3623.8293833947864,4453.850616605214
8013.0,7713.17,6593.1744781224525,8833.165521877549
5104.0,5110.54,3714.0099079284255,6507.070092071574
4754.0,4867.32,3777.9800751224802,5956.659924877519
6031.0,7088.42,2231.1286928283025,11945.711307171698
9803.0,8906.49,5165.616146903126,12647.363853096875
12121.0,11004.8,8876.206683870309,13133.39331612969
10927.0,9568.56,5839.402836057155,13297.717163942845
5030.0,5473.83,4517.327104622385,6430.3328953776145
4473.0,4644.06,3791.515520722678,5496.604479277323
9741.0,9065.44,7260.523551856697,10870.356448143304
8686.0,9826.74,7758.502889657995,11894.977110342004
3659.0,4413.71,2504.8544522558987,6322.565547744101
10786.0,9400.28,6706.58280859586,12093.977191404141
2979.0,3300.83,2644.2930123429755,3957.3669876570243
6691.0,6687.06,5096.139148157823,8277.980851842178
8512.0,9175.09,6852.134843810574,11498.045156189426
11770.0,10823.97,9142.423631279065,12505.516368720933
5262.0,5498.49,3395.7249479982697,7601.25505200173
6288.0,7005.67,5953.5479495734535,8057.792050426547
9004.0,9414.34,6132.440555148125,12696.239444851875
3743.0,3631.58,2815.517050306926,4447.642949693074
6805.0,6357.96,4054.4223235038153,8661.497676496185
5069.0,5323.31,4275.189276591556,6371.4307234084445
4716.0,5340.19,4231.935225425921,6448.444774574078
6970.0,7671.65,5676.87755871152,9666.42244128848
5296.0,5473.09,3831.077330133218,7115.102669866783
6262.0,5737.73,1995.580241137407,9479.879758862593
7692.0,7725.83,5905.316476762735,9546.343523237265
6613.0,5919.74,4621.858142675597,7217.621857324402
3299.0,3621.33,2967.9602999114823,4274.699700088518
6535.0,5856.32,4861.74423584115,6850.8957641588495
5449.0,5615.25,4165.338933559027,7065.161066440973
8905.0,8243.15,6344.891560816335,10141.408439183664
6031.0,6108.92,3788.2242684665107,8429.61573153349
6908.0,7177.33,5507.698732616163,8846.961267383836
6526.0,8885.49,5969.256281566609,11801.72371843339
9983.0,7506.1,2432.1294413357136,12580.070558664287
5408.0,5135.8,4025.2531380693567,6246.346861930644
8904.0,8411.23,5775.7756216106945,11046.684378389305
5799.0,5990.41,3782.0372835368034,8198.782716463196
5973.0,6791.91,4643.254475891252,8940.565524108748
7665.0,7812.77,6168.418544507787,9457.121455492213
6672.0,7063.15,6297.391902480946,7828.908097519054
7651.0,7075.58,5344.083780775205,8807.076219224795
5189.0,6994.27,5650.164538115643,8338.375461884358
7977.0,7696.85,5911.882931213577,9481.817068786424
9680.0,9079.48,7432.645626100984,10726.314373899015
6237.0,5557.55,3740.6424244761383,7374.457575523862
8318.0,7179.27,4862.616132620724,9495.923867379277
8084.0,7936.98,5798.25787116901,10075.702128830988
4459.0,4968.88,3970.1101441428264,5967.649855857174
10252.0,7140.38,2439.6218318751007,11841.1381681249
4437.0,4528.41,2600.7779684164207,6456.042031583579
8925.0,8446.42,6913.440856270458,9979.399143729543
7727.0,9141.27,7351.119177698325,10931.420822301676
9360.0,9960.19,4676.424765034481,15243.95523496552
8437.0,6880.9,5051.083668596218,8710.716331403783
6064.0,5776.13,4225.026204668122,7327.233795331878
8460.0,8056.38,6565.909478460926,9546.850521539074
5357.0,6104.89,4755.100828611876,7454.679171388125
7089.0,6933.85,4605.1366863102285,9262.563313689772
4122.0,4938.81,3681.6118003233387,6196.008199676662
5146.0,5775.9,3787.126168888981,7764.673831111018
10838.0,9854.61,5918.477850702593,13790.742149297408
2590.0,2860.69,2044.752113389604,3676.627886610396
6421.0,6063.31,4855.974796322811,7270.64520367719
9714.0,9540.88,6759.299896842631,12322.460103157367
6829.0,5143.08,3215.920414390712,7070.239585609288
11285.0,11332.28,9023.238894951726,13641.321105048275
4824.0,4703.4,3941.7275071265863,5465.072492873413
6301.0,5978.39,4689.911792862356,7266.868207137644
4120.0,4393.96,2603.498725088576,6184.421274911424
6123.0,6729.87,5756.295732671123,7703.444267328877
9270.0,9026.02,6599.4487147962545,11452.591285203747
10419.0,11363.45,9192.33411500906,13534.565884990941
9569.0,8483.7,5838.022730051907,11129.377269948094
7673.0,6819.78,4586.65870574244,9052.90129425756
5260.0,4488.08,2814.012396589146,6162.147603410854
9084.0,8716.41,5861.627643388722,11571.192356611278
7760.0,7360.44,6055.902449076209,8664.97755092379
6714.0,6165.54,4163.602612276438,8167.477387723562
4315.0,4566.52,3330.2486527823435,5802.791347217657
7577.0,8212.3,6970.142071110118,9454.45792888988
3732.0,3870.46,1567.6918684962134,6173.228131503787
6031.0,11645.19,7360.056297319739,15930.323702680262
13522.0,11688.88,6898.712207136688,16479.04779286331
5719.0,5959.18,4419.300929305111,7499.05907069489
14356.0,11296.25,5912.996612535873,16679.503387464127
4584.0,4802.49,1949.9254668095855,7655.054533190414
9184.0,8656.32,7437.5612392946,9875.078760705399
7809.0,8598.7,6834.107558819318,10363.292441180683
6537.0,5660.23,4620.234427703964,6700.225572296035
10189.0,9538.58,7518.42648991871,11558.73351008129
10091.0,9629.0,8221.97184704783,11036.02815295217
2688.0,2813.81,2234.8241624199773,3392.7958375800226
10339.0,10697.82,9222.245110092965,12173.394889907035
5604.0,7162.88,4307.676866892838,10018.083133107162
4038.0,4167.04,3329.4699217203133,5004.610078279687
5990.0,6847.26,5874.642367889704,7819.877632110297
5697.0,5587.39,4486.977018296931,6687.802981703069
7021.0,6652.4,4957.940811789201,8346.859188210798
5444.0,5664.23,4552.503077043036,6775.956922956963
4756.0,5265.49,4470.736875172019,6060.243124827981
5720.0,5977.76,4034.0521197906724,7921.467880209328
6031.0,8018.84,2415.910898359767,13621.769101640233
10388.0,9940.29,6990.868033404946,12889.711966595056
5772.0,6059.15,5269.772543613006,6848.527456386993
5245.0,5382.45,4118.336748170086,6646.5632518299135
3597.0,4292.03,2826.0331594199924,5758.026840580007
7788.0,7506.11,6052.932640331663,8959.287359668337
7576.0,7281.07,6077.5991557731195,8484.54084422688
9300.0,9151.19,6653.8103970164575,11648.569602983544
2641.0,2582.28,1969.2903161695463,3195.269683830454
6323.0,6215.93,4984.76672973234,7447.093270267661
8157.0,8648.58,7314.359780321944,9982.800219678056
1295.0,8883.36,4385.552268872239,13381.167731127762
7249.0,7047.68,5685.8432863591315,8409.516713640869
10366.0,10887.34,9291.641194563636,12483.038805436365
9882.0,10432.74,8856.24096299305,12009.23903700695
7161.0,6641.28,4442.1122918116125,8840.447708188387
11955.0,9712.03,6614.424439889003,12809.635560110997
2889.0,3529.84,2238.972282907718,4820.707717092282
5781.0,5636.11,4289.631913982763,6982.5880860172365
3323.0,3753.16,1965.2452127713013,5541.074787228698
7173.0,7066.99,5376.15202763723,8757.82797236277
5829.0,5928.83,4559.58387424402,7298.07612575598
7823.0,8033.04,6574.1418646014245,9491.938135398575
8326.0,8023.34,6618.719863653152,9427.960136346848
6421.0,6558.06,4487.566952092271,8628.55304790773
6784.0,6310.87,5632.546101776622,6989.193898223378
1028.0,3558.68,-1907.6577464972074,9025.017746497208
2830.0,3474.38,1233.6161435133445,5715.143856486656
7141.0,7440.74,4853.7485907178125,10027.731409282187
6172.0,6652.3,5320.506825877231,7984.09317412277
6836.0,6852.67,4993.496090914097,8711.843909085903
8608.0,9974.15,8988.395230717091,10959.904769282908
6244.0,4270.22,3149.776109869593,5390.663890130408
4070.0,3854.92,3193.998195422666,4515.841804577334
6031.0,8853.26,1933.658985928464,15772.861014071535
7282.0,6329.48,4003.9002059805903,8655.05979401941
9515.0,8894.73,7018.032264901626,10771.427735098372
5945.0,6417.2,5281.867737162376,7552.532262837623
4818.0,4550.0,3362.8091832430646,5737.190816756935
9564.0,8929.62,7225.472218795283,10633.767781204719
9049.0,10132.65,7488.313076308921,12776.986923691078
2913.0,3222.22,2463.4893631791583,3980.9506368208413
8143.0,6070.92,3089.459473051879,9052.380526948122
4119.0,4689.22,3899.270280575681,5479.169719424319
9172.0,10271.86,7733.70065299583,12810.01934700417
8693.0,9942.1,7479.15104619036,12405.04895380964
8257.0,9387.37,6320.516485972805,12454.223514027197
6031.0,6141.62,4811.733387019419,7471.506612980581
6613.0,6850.78,5440.94455894081,8260.61544105919
10622.0,10291.31,8118.383569586341,12464.236430413657
6031.0,7555.0,1711.1452903426834,13398.854709657317
4467.0,4953.33,4088.6205570807265,5818.039442919273
4829.0,4913.04,3887.461879282987,5938.618120717013
4815.0,4948.44,3173.6197870132755,6723.260212986724
7687.0,7161.6,6207.58119934668,8115.618800653321
13459.0,11600.75,7507.4978593592605,15694.00214064074
9721.0,8674.65,6062.689000245982,11286.610999754017
10044.0,10372.22,7915.794192361071,12828.645807638928
7492.0,8641.23,7414.5016883957705,9867.958311604229
8222.0,8467.01,6173.532743852942,10760.487256147058
5173.0,5630.97,4306.117124274337,6955.822875725664
5004.0,4960.51,4059.130292777877,5861.889707222123
4609.0,5072.47,4065.8043276983367,6079.135672301664
12901.0,12422.12,6919.297152969491,17924.94284703051
4126.0,4562.18,3443.7618405282583,5680.598159471742
4620.0,4847.44,2501.289800802548,7193.5901991974515
11363.0,10873.07,6813.796232111935,14932.343767888065
6992.0,7441.15,5333.827684420344,9548.472315579656
5208.0,5302.57,4370.377958510608,6234.762041489392
5597.0,5778.89,5324.26320290524,6233.5167970947605
7268.0,6152.51,4579.607386790956,7725.412613209044
7206.0,6925.14,5915.735241968496,7934.544758031505
4828.0,5168.05,2974.5555234762965,7361.544476523704
11736.0,10637.46,8901.162066465135,12373.757933534864
7848.0,9236.22,6529.504429207502,11942.935570792497
4326.0,4152.88,2900.1446152898206,5405.61538471018
9399.0,10267.97,8576.839941508177,11959.100058491822
8782.0,8908.8,7696.389975006804,10121.210024993194
4501.0,4991.64,4094.109729098433,5889.170270901567
7736.0,7395.93,6332.133170085491,8459.72682991451
7543.0,5968.53,4423.45421882208,7513.605781177919
2920.0,3704.19,1644.8348785102075,5763.545121489793
5727.0,5219.4,4172.238307545582,6266.561692454417
8318.0,8165.59,7265.946409022417,9065.233590977583
4835.0,5243.89,4281.150613392888,6206.629386607113
7332.0,7334.86,5926.607105665804,8743.112894334196
5977.0,6215.87,4718.308642564198,7713.431357435802
13777.0,8114.46,1989.307922069741,14239.612077930258
13981.0,12733.76,8995.828536473704,16471.691463526295
5546.0,5800.8,2730.462733866522,8871.137266133479
12142.0,12093.89,9617.909732305478,14569.870267694521
6178.0,5872.18,4894.563892565104,6849.796107434897
5492.0,5571.42,4537.035903042897,6605.804096957103
10053.0,9377.41,7579.240644460027,11175.579355539972
12733.0,11192.73,7435.155813314745,14950.304186685255
5073.0,4892.69,3873.2915054404684,5912.088494559531
6571.0,6385.7,4317.206842813348,8454.193157186652
6247.0,6375.83,4654.435631452873,8097.224368547127
6943.0,8147.87,3251.19302372916,13044.54697627084
5820.0,6350.53,4506.023923193919,8195.036076806082
12534.0,11175.04,8897.057002627667,13453.022997372334
12117.0,10510.29,6479.380157926946,14541.199842073056
4874.0,4297.72,3352.1923909083566,5243.247609091644
7725.0,6361.59,4914.7518770397855,7808.428122960215
5828.0,5581.35,4703.908615822117,6458.791384177884
1503.0,1923.06,1549.5735969352565,2296.5464030647436
13567.0,12341.55,10799.14988655213,13883.950113447869
6919.0,6947.32,6018.673411465826,7875.966588534174
4667.0,4954.94,4076.4323245262794,5833.44767547372
3619.0,3706.84,2757.720175662188,4655.959824337812
8059.0,8607.8,7340.787747506756,9874.812252493242
9116.0,7680.25,5532.348367590359,9828.151632409641
6031.0,6204.81,4268.231155536848,8141.388844463153
5782.0,6012.63,4617.165121821778,7408.094878178223
7858.0,7706.75,6005.119530856949,9408.38046914305
6888.0,6748.5,4107.484452259321,9389.515547740679
5306.0,5232.78,3719.702410221287,6745.857589778712
4949.0,5246.57,4247.1311459343,6246.0088540657
2668.0,2630.16,1511.767762277009,3748.552237722991
7391.0,6635.09,5290.656517523817,7979.523482476184
5823.0,5666.53,4269.650569275014,7063.409430724985
7400.0,7286.13,5438.961950560815,9133.298049439185
6515.0,6603.43,5309.7782910365095,7897.081708963491
7588.0,7299.99,6618.888928628181,7981.0910713718185
5987.0,7165.44,6560.580168929826,7770.299831070173
7271.0,7249.85,6266.332101785636,8233.367898214365
6740.0,6773.23,5594.56823373312,7951.891766266879
5474.0,5475.09,4407.224795471338,6542.955204528662
5026.0,4910.7,4117.556774911366,5703.8432250886335
10104.0,9494.97,8365.254310351245,10624.685689648753
3885.0,3810.37,3290.591476652834,4330.148523347166
6496.0,5445.23,4401.450301713354,6489.009698286645
5823.0,6213.39,3921.2486628786087,8505.531337121392
5172.0,5353.39,3561.968530137411,7144.81146986259
5833.0,7006.09,5660.640434412706,8351.539565587294
3207.0,4413.12,2367.885267345344,6458.354732654656
5424.0,5693.26,2346.2820861792597,9040.23791382074
3134.0,3039.72,2374.172102518113,3705.2678974818864
7081.0,7248.22,6145.197384723885,8351.242615276115
2734.0,2899.13,2178.231413786267,3620.0285862137334
5921.0,5806.16,2808.8949995852818,8803.425000414718
5685.0,6018.06,3966.9873636747443,8069.1326363252565
7818.0,8202.87,7099.037616410464,9306.702383589538
4673.0,4893.55,-56.37283235648192,9843.472832356481
8454.0,8123.1,6274.23767243529,9971.96232756471
5947.0,5259.11,4154.53510528048,6363.684894719519
9678.0,8900.21,7214.950224356659,10585.469775643338
6362.0,5866.07,4574.466218720245,7157.673781279755
6086.0,6257.58,4748.812733820832,7766.3472661791675
6791.0,7052.99,5695.836335827869,8410.14366417213
7039.0,6470.55,3871.768144755509,9069.33185524449
11261.0,10234.6,8108.8499246807005,12360.3500753193
6031.0,11002.91,4110.951060423892,17894.868939576107
2581.0,3088.42,898.1555577579775,5278.684442242023
4683.0,4918.23,4045.7323133673303,5790.727686632669
6350.0,5813.68,4751.618198816962,6875.741801183039
10044.0,9105.26,7740.347505027579,10470.172494972421
6825.0,7829.43,6155.64711971231,9503.21288028769
5473.0,5083.14,3695.7982514057185,6470.481748594282
6924.0,7313.91,5523.927252372794,9103.892747627206
3311.0,3052.44,2025.3596666851029,4079.5203333148975
5792.0,6123.13,4290.042315117206,7956.217684882794
8432.0,9484.95,7949.537505905986,11020.362494094015
8842.0,8147.06,5012.5029799369995,11281.617020063
11405.0,8348.43,6266.807383887232,10430.052616112767
5487.0,6381.6,5216.134951587136,7547.065048412865
6538.0,7524.55,5084.687971878739,9964.412028121262
6003.0,6365.31,5034.88282747298,7695.73717252702
6765.0,7615.41,4376.702262491869,10854.117737508132
6179.0,6518.21,5554.293824834628,7482.126175165372
5173.0,5119.88,4052.4671930124878,6187.292806987512
9829.0,10699.17,7642.616328338767,13755.723671661233
11626.0,10771.39,6535.198712134372,15007.581287865627
5305.0,5595.59,4567.395703885186,6623.784296114814
5737.0,4929.85,3192.6228792135444,6667.077120786456
4963.0,5047.87,3731.803085219083,6363.936914780917
6497.0,4557.47,2907.8583019769294,6207.081698023071
10399.0,10428.87,8700.348841324481,12157.39115867552
5041.0,4708.5,3571.4178457050693,5845.582154294931
6473.0,6353.79,4917.194945782759,7790.385054217241
4152.0,4429.66,3190.953793886928,5668.366206113072
3421.0,3272.16,2317.3225199192057,4226.997480080794
8204.0,6669.81,4552.697844106922,8786.922155893079
2668.0,3217.56,2130.0757887701357,4305.044211229864
9273.0,9238.88,7465.896776460374,11011.863223539625
7418.0,7415.69,6265.115418633699,8566.2645813663
12973.0,11443.51,8229.770163582645,14657.249836417355
5534.0,5597.32,4571.109636522726,6623.530363477274
3677.0,3524.21,2881.74817203398,4166.67182796602
5566.0,6084.82,4551.27380496701,7618.36619503299
13867.0,6440.38,2944.468013854908,9936.291986145092
6205.0,5999.89,4311.7458823427905,7688.03411765721
7159.0,5812.77,5076.590563485124,6548.949436514877
4501.0,4906.87,4012.094744094384,5801.645255905616
7531.0,7934.37,5999.455485376431,9869.284514623569
13351.0,12241.77,9145.28449852783,15338.255501472171
5041.0,5719.48,3642.216528191149,7796.74347180885
6176.0,5517.28,4669.046115478425,6365.513884521574
11049.0,9885.74,7499.059039894137,12272.420960105863
13550.0,11975.74,10081.724434246687,13869.755565753312
7776.0,6902.06,4866.980422384855,8937.139577615146
5935.0,6225.88,4919.729756485511,7532.0302435144895
6031.0,8224.48,1354.372147209372,15094.587852790628
8070.0,7409.36,6158.334958606886,8660.385041393114
5282.0,7087.96,2992.5619364875606,11183.35806351244
5244.0,4983.73,3652.8000896969206,6314.6599103030785
7538.0,7816.04,6883.9394638787935,8748.140536121206
11767.0,10119.33,6943.200466258381,13295.459533741618
12439.0,9239.51,5873.507077270455,12605.512922729546
8737.0,8393.33,6783.7526754573855,10002.907324542615
4692.0,4839.91,3837.9860241360425,5841.833975863958
9679.0,9094.09,6876.673677476187,11311.506322523814
10616.0,9547.37,7306.292841005925,11788.447158994077
9488.0,9716.64,7836.804142642066,11596.475857357933
4587.0,4685.16,1354.4270843853242,8015.892915614675
7652.0,8556.56,7198.095514589269,9915.02448541073
4413.0,4139.47,2689.8539084397007,5589.0860915603
7888.0,7856.73,4956.839849474406,10756.620150525592
6958.0,7117.7,4622.635943334521,9612.764056665479
5722.0,6163.27,4649.131324302375,7677.408675697626
1676.0,1500.37,1141.9795483568794,1858.7604516431204
6925.0,7368.54,5339.5348143473275,9397.545185652672
7214.0,5991.38,4165.086627836326,7817.673372163674
3319.0,3501.48,2890.6392483671707,4112.320751632829
7705.0,8152.52,6852.121386817351,9452.91861318265
9919.0,9531.1,7843.2515677383835,11218.948432261617
4866.0,4824.51,3255.429836423951,6393.590163576049
5763.0,6304.81,4768.347117832573,7841.272882167428
3859.0,3625.42,3195.287098894121,4055.5529011058793
6927.0,7401.11,6323.707292123024,8478.512707876975
5683.0,5446.78,2474.153114822084,8419.406885177916
3347.0,3302.63,2340.5687306054983,4264.691269394502
5668.0,5434.49,4313.15190285363,6555.828097146369
2519.0,2763.55,170.05986391619444,5357.040136083806
3941.0,4446.5,3272.112110641463,5620.887889358537
8806.0,8803.17,7760.954451575511,9845.38554842449
7958.0,7402.78,5647.083229656511,9158.476770343488
4309.0,8190.06,3501.917715879962,12878.202284120038
13594.0,10024.58,3576.2900398665533,16472.869960133445
5005.0,5076.48,4062.700907463879,6090.25909253612
4656.0,5222.71,4405.611350400431,6039.808649599569
5910.0,6599.88,5645.2628790929,7554.4971209071
8493.0,9452.46,7234.512543833051,11670.407456166948
7807.0,7219.82,5877.062540258234,8562.577459741766
14178.0,9865.45,3707.3975852691883,16023.502414730814
5587.0,4797.77,2978.868016557418,6616.671983442583
9429.0,8585.88,5133.706708269562,12038.053291730437
10557.0,9021.39,7600.916461741494,10441.863538258505
6038.0,5413.07,3945.281596195091,6880.858403804908
4929.0,5130.97,2956.4824439448826,7305.457556055118
8566.0,7466.18,6272.92091291616,8659.439087083842
8882.0,8473.32,6794.828665412847,10151.811334587152
3608.0,4355.88,2958.1540380714964,5753.605961928504
5893.0,6112.84,4260.796812445498,7964.883187554502
5943.0,8391.96,4605.016240755951,12178.903759244047
2503.0,2693.81,292.4614541786659,5095.158545821334
3840.0,3879.68,3152.5196893585567,4606.8403106414435
12099.0,11209.27,9047.079410200073,13371.460589799928
2336.0,2741.12,1379.5025327761984,4102.737467223801
8741.0,9046.8,6116.614106789812,11976.985893210187
8515.0,9832.89,6250.066732209549,13415.71326779045
11538.0,11036.65,7460.3448915244935,14612.955108475506
8196.0,7186.5,5857.240239218835,8515.759760781166
4819.0,4699.76,3376.114370346867,6023.4056296531335
11555.0,10836.31,8986.197556068486,12686.422443931513
4230.0,4483.43,3592.280472394133,5374.579527605868
3597.0,4020.17,3298.359713743452,4741.980286256548
5004.0,6048.57,4590.3176116144505,7506.822388385549
5050.0,4861.4,3893.001982934702,5829.798017065297
6216.0,6197.29,5577.029346679607,6817.5506533203925
11649.0,11370.04,9638.075047302216,13102.004952697785
6326.0,6780.89,5071.130964028955,8490.649035971046
13283.0,11368.97,7009.278177278747,15728.661822721253
7132.0,6241.2,5503.55244413609,6978.847555863909
8568.0,8254.85,7285.690729202883,9224.009270797118
7526.0,7932.38,5066.2456986175675,10798.514301382433
9986.0,9303.81,7267.472177325619,11340.14782267438
6031.0,10106.25,5766.048160032186,14446.451839967813
2414.0,2710.24,2118.740568111989,3301.7394318880106
5944.0,5434.91,4819.027717323318,6050.792282676682
4425.0,4429.97,3468.6598930238174,5391.280106976183
5466.0,6864.52,5117.579697079675,8611.460302920326
6407.0,5464.65,4166.689359790906,6762.610640209094
4971.0,5006.76,4222.893726524837,5790.6262734751635
4149.0,4923.15,3148.0711251654197,6698.22887483458
6708.0,6271.69,4814.6344449773915,7728.745555022608
4963.0,4862.67,3833.0128797654243,5892.327120234576
2454.0,2441.96,1836.4871038556391,3047.4328961443607
6730.0,5937.41,4788.94753270425,7085.87246729575
2492.0,2898.76,2200.284464769281,3597.2355352307195
7588.0,6895.09,5271.319034110093,8518.860965889908
5253.0,5657.45,3804.6292014433775,7510.270798556622
1839.0,2198.8,1341.9484788039417,3055.6515211960586
6042.0,6157.28,5540.245596600514,6774.314403399486
10000.0,10128.72,9164.083341487294,11093.356658512705
6323.0,9857.4,5558.336714871947,14156.463285128051
4099.0,4213.12,3485.4599609096567,4940.780039090343
6031.0,11124.83,3510.0906064038063,18739.569393596194
5069.0,4874.4,3979.6945851153014,5769.105414884698
13640.0,12497.99,8054.350977618476,16941.629022381523
4803.0,5201.24,3771.218274748303,6631.261725251697
8031.0,8034.83,6022.826483732258,10046.833516267743
13250.0,10723.55,4337.312372613125,17109.787627386875
4680.0,4518.83,3768.4044309035303,5269.255569096469
6066.0,5823.99,4626.100422270967,7021.8795777290325
5933.0,6039.68,5324.570521324071,6754.78947867593
7592.0,7816.88,6325.532053591464,9308.227946408537
12271.0,11400.88,9216.99161633728,13584.768383662718
3355.0,3100.33,2449.769886275096,3750.890113724904
4262.0,4588.85,3245.263827658234,5932.436172341767
5631.0,6680.07,4631.467756437781,8728.672243562218
4335.0,4775.29,2977.783664422447,6572.796335577553
5023.0,5486.76,4248.79966719291,6724.72033280709
4654.0,4336.6,3357.769798978393,5315.430201021608
3980.0,5058.62,3058.26635825938,7058.97364174062
8077.0,8368.39,5388.458650069158,11348.32134993084
10294.0,8647.0,5255.097832075931,12038.902167924069
5706.0,5311.02,4194.855188356415,6427.184811643586
7235.0,6752.24,5921.25001293888,7583.22998706112
3562.0,4265.04,3914.398035601213,4615.6819643987865
6095.0,6322.66,4341.981105970217,8303.338894029783
5764.0,6239.01,4834.809162928665,7643.210837071336
11782.0,9878.84,7262.304956527614,12495.375043472386
2442.0,3510.01,2264.394810092683,4755.625189907318
3394.0,3467.02,1849.3945132079054,5084.645486792095
11979.0,11160.89,7727.877281077355,14593.902718922644
4884.0,4904.29,4011.605066352389,5796.974933647611
8575.0,10443.92,9328.741396192629,11559.098603807372
3237.0,3538.62,3192.305495133455,3884.9345048665446
5782.0,6211.21,4399.781492989734,8022.638507010266
2882.0,2698.81,1865.9572346073169,3531.662765392683
5433.0,5819.21,5201.948441610495,6436.471558389505
7102.0,6386.85,4879.144606895632,7894.555393104369
4854.0,5290.61,4596.849074726285,5984.370925273714
4978.0,4129.39,3269.2078793228493,4989.572120677151
5781.0,7221.73,4991.3082004447315,9452.151799555268
3538.0,3798.08,2227.7969224710596,5368.36307752894
6113.0,5373.58,4241.504388119874,6505.655611880125
5582.0,5360.19,4541.041691871222,6179.3383081287775
4724.0,4616.53,3688.87020135043,5544.18979864957
6711.0,6569.84,5555.041194896723,7584.638805103277
6129.0,6764.51,4755.249489961583,8773.770510038417
5379.0,5491.95,4631.948617147623,6351.951382852377
5718.0,5109.24,3728.069981407126,6490.410018592874
7680.0,6608.79,5518.734901498351,7698.845098501649
6207.0,6794.34,4997.417895829918,8591.262104170082
14255.0,12984.29,9889.285231629936,16079.294768370066
6893.0,6392.26,5752.112680589975,7032.407319410026
8740.0,8891.05,6700.626740515203,11081.473259484796
6078.0,6972.83,5588.077001224492,8357.582998775508
6345.0,5760.02,4774.233095433217,6745.8069045667835
6991.0,7152.28,4754.812405196984,9549.747594803015
9346.0,8524.63,6841.462915733864,10207.797084266134
10852.0,11486.62,7755.921382692922,15217.318617307079
4311.0,4050.82,1730.2699667371626,6371.370033262838
4732.0,4802.09,2347.510324881053,7256.669675118947
5261.0,5651.75,4347.202199598651,6956.297800401349
5348.0,5264.16,3075.2579441795383,7453.062055820461
5760.0,5707.69,3826.2974509964056,7589.082549003593
8436.0,8413.42,6964.354707191646,9862.485292808353
