Id,Sales
891,11226.66
892,11226.66
893,9583.3
894,9583.3
895,9583.3
896,11226.66
897,11226.66
898,9583.3
899,11226.66
900,11226.66
901,7434.39
902,7540.88
903,11226.66
904,11686.67
905,11686.67
906,9583.3
907,11686.67
908,11686.67
909,7540.88
910,11226.66
911,11226.66
912,9583.3
913,7540.88
914,9583.3
915,9583.3
916,11226.66
917,7540.88
918,7540.88
919,11226.66
920,11226.66
921,7540.88
922,9583.3
923,11226.66
924,11226.66
925,9583.3
926,11686.67
927,11686.67
928,11686.67
929,7540.88
930,7434.39
931,11226.66
932,7540.88
933,11686.67
934,11226.66
935,11686.67
936,9583.3
937,9583.3
938,9583.3
939,9583.3
940,11686.67
941,9583.3
942,9583.3
943,11226.66
944,9583.3
945,9583.3
946,9583.3
947,11226.66
948,9583.3
949,9583.3
950,11226.66
951,11226.66
952,9269.14
953,11686.67
954,11686.67
955,9583.3
956,11686.67
957,9269.14
958,11226.66
959,11226.66
960,11262.43
961,7434.39
962,11686.67
963,9583.3
964,9583.3
965,7540.88
966,11686.67
967,11226.66
968,7540.88
969,11226.66
970,9583.3
971,7540.88
972,11226.66
973,7540.88
974,11686.67
975,9583.3
976,11686.67
977,9583.3
978,9583.3
979,9583.3
980,11226.66
981,11226.66
982,11226.66
983,11226.66
984,7540.88
985,11226.66
986,11226.66
987,7540.88
988,11686.67
989,11686.67
990,7540.88
991,7540.88
992,7540.88
993,9583.3
994,11226.66
995,11686.67
996,7540.88
997,7540.88
998,11226.66
999,7540.88
1000,11686.67
1001,9583.3
1002,11226.66
1003,11226.66
1004,11226.66
1005,7540.88
1006,11686.67
1007,7540.88
1008,9583.3
1009,11226.66
1010,9583.3
1011,11686.67
1012,9583.3
1013,11226.66
1014,11686.67
1015,7540.88
1016,11226.66
1017,11226.66
1018,9583.3
1019,7434.39
1020,11226.66
1021,11686.67
1022,11686.67
1023,7540.88
1024,11686.67
1025,9583.3
1026,9583.3
1027,9583.3
1028,9269.14
1029,7540.88
1030,7540.88
1031,11686.67
1032,11226.66
1033,9583.3
1034,11226.66
1035,7540.88
1036,7540.88
1037,11226.66
1038,11686.67
1039,7540.88
1040,7540.88
1041,11226.66
1042,11686.67
1043,7434.39
1044,7540.88
1045,9583.3
1046,11226.66
1047,11226.66
1048,9583.3
1049,11686.67
1050,7540.88
1051,11686.67
1052,11686.67
1053,7434.39
1054,11226.66
1055,11226.66
1056,11226.66
1057,7540.88
1058,9583.3
1059,11226.66
1060,11686.67
1061,9672.35
1062,9583.3
1063,9583.3
1064,11226.66
1065,7540.88
1066,11686.67
1067,11226.66
1068,11686.67
1069,9583.3
1070,11686.67
1071,11226.66
1072,9583.3
1073,11686.67
1074,11686.67
1075,7540.88
1076,11226.66
1077,11686.67
1078,9583.3
1079,9583.3
1080,9583.3
1081,11226.66
1082,11226.66
1083,9583.3
1084,9583.3
1085,9583.3
1086,7434.39
1087,9583.3
1088,11226.66
1089,11226.66
1090,9583.3
1091,11226.66
1092,11226.66
1093,11226.66
1094,11686.67
1095,11686.67
1096,9583.3
1097,9583.3
1098,11226.66
1099,9583.3
1100,9583.3
1101,11226.66
1102,11226.66
1103,9583.3
1104,11226.66
1105,11226.66
1106,11226.66
1107,9583.3
1108,11226.66
1109,11686.67
1110,11686.67
1111,9583.3
1112,11226.66
1113,11686.67
1114,9583.3
1115,11226.66
1116,11686.67
1117,11686.67
1118,7540.88
1119,9583.3
1120,11686.67
1121,11226.66
1122,11226.66
1123,11686.67
1124,7540.88
1125,11226.66
1126,11686.67
1127,11686.67
1128,11226.66
1129,11686.67
1130,11686.67
1131,9583.3
1132,9583.3
1133,11226.66
1134,9583.3
1135,7540.88
1136,7540.88
1137,11686.67
1138,11686.67
1139,9583.3
1140,11226.66
1141,9583.3
1142,11226.66
1143,11226.66
1144,11226.66
1145,11686.67
1146,11226.66
1147,9583.3
1148,7540.88
1149,11226.66
1150,7540.88
1151,9583.3
1152,11226.66
1153,11686.67
1154,7540.88
1155,9583.3
1156,11226.66
1157,7540.88
1158,9583.3
1159,7540.88
1160,9583.3
1161,11686.67
1162,9269.14
1163,11226.66
1164,9583.3
1165,11686.67
1166,11226.66
1167,11226.66
1168,11226.66
1169,11686.67
1170,9269.14
1171,11226.66
1172,7540.88
1173,11686.67
1174,9583.3
1175,9269.14
1176,9583.3
1177,9583.3
1178,11686.67
1179,11226.66
1180,11686.67
1181,11226.66
1182,7540.88
1183,11686.67
1184,7540.88
1185,7540.88
1186,11226.66
1187,11226.66
1188,11226.66
1189,9583.3
1190,7540.88
1191,9583.3
1192,9583.3
1193,11226.66
1194,7540.88
1195,11226.66
1196,7540.88
1197,11686.67
1198,7540.88
1199,11226.66
1200,9583.3
1201,9583.3
1202,11226.66
1203,11226.66
1204,11226.66
1205,11226.66
1206,7540.88
1207,9583.3
1208,7540.88
1209,11686.67
1210,7540.88
1211,11226.66
1212,11226.66
1213,7540.88
1214,9583.3
1215,9583.3
1216,9583.3
1217,9583.3
1218,7540.88
1219,11686.67
1220,9583.3
1221,7540.88
1222,9583.3
1223,11226.66
1224,11686.67
1225,9583.3
1226,11686.67
1227,11686.67
1228,11226.66
1229,9583.3
1230,11226.66
1231,11686.67
1232,11226.66
1233,11686.67
1234,11686.67
1235,7540.88
1236,11686.67
1237,11686.67
1238,11226.66
1239,9583.3
1240,11226.66
1241,7540.88
1242,11686.67
1243,11226.66
1244,11226.66
1245,11686.67
1246,11226.66
1247,7540.88
1248,9583.3
1249,11686.67
1250,11226.66
1251,11686.67
1252,11686.67
1253,7540.88
1254,11226.66
1255,7434.39
1256,11686.67
1257,11226.66
1258,11226.66
1259,9583.3
1260,9583.3
1261,11686.67
1262,9583.3
1263,7540.88
1264,7540.88
1265,9583.3
1266,7540.88
1267,11226.66
1268,9583.3
1269,11226.66
1270,7434.39
1271,9583.3
1272,11226.66
1273,11686.67
1274,9583.3
1275,7434.39
1276,9583.3
1277,11226.66
1278,11226.66
1279,9583.3
1280,7540.88
1281,9583.3
1282,9583.3
1283,11226.66
1284,11226.66
1285,7540.88
1286,11262.43
1287,7540.88
1288,9583.3
1289,7540.88
1290,7540.88
1291,11226.66
1292,11686.67
1293,9583.3
1294,11686.67
1295,11226.66
1296,9269.14
1297,9583.3
1298,11226.66
1299,11226.66
1300,11226.66
1301,7540.88
1302,11226.66
1303,11686.67
1304,9583.3
1305,9583.3
1306,9583.3
1307,9583.3
1308,7540.88
1309,11686.67
1310,9583.3
1311,9583.3
1312,11226.66
1313,9583.3
1314,11686.67
1315,11226.66
1316,11686.67
1317,9583.3
1318,9583.3
1319,7434.39
1320,11226.66
1321,11226.66
1322,11226.66
1323,11226.66
1324,11226.66
1325,9583.3
1326,11226.66
1327,9672.35
1328,11226.66
1329,11226.66
1330,9583.3
1331,11226.66
1332,7540.88
1333,11226.66
1334,11686.67
1335,9583.3
1336,7409.3
1337,11226.66
1338,9583.3
1339,11226.66
1340,9583.3
1341,7540.88
1342,11226.66
1343,11686.67
1344,9583.3
1345,11226.66
1346,11226.66
1347,11686.67
1348,9583.3
1349,9583.3
1350,7540.88
1351,11226.66
1352,11226.66
1353,11226.66
1354,11226.66
1355,11686.67
1356,9583.3
1357,9583.3
1358,11226.66
1359,7540.88
1360,11226.66
1361,11226.66
1362,11226.66
1363,11262.43
1364,11686.67
1365,9583.3
1366,11226.66
1367,9583.3
1368,7540.88
1369,9583.3
1370,11226.66
1371,11686.67
1372,9583.3
1373,11226.66
1374,11686.67
1375,11226.66
1376,11686.67
1377,11226.66
1378,11226.66
1379,9583.3
1380,11226.66
1381,11686.67
1382,11686.67
1383,9269.14
1384,11686.67
1385,11226.66
1386,7540.88
1387,9583.3
1388,7540.88
1389,11686.67
1390,9583.3
1391,11686.67
1392,11226.66
1393,7434.39
1394,7540.88
1395,11686.67
1396,11686.67
1397,11686.67
1398,11226.66
1399,11226.66
1400,9583.3
1401,11226.66
1402,11226.66
1403,9583.3
1404,11226.66
1405,11226.66
1406,11226.66
1407,11686.67
1408,11226.66
1409,11262.43
1410,11686.67
1411,9583.3
1412,11686.67
1413,11226.66
1414,11226.66
1415,7540.88
1416,11226.66
1417,7540.88
1418,9583.3
1419,9583.3
1420,11686.67
1421,9583.3
1422,11686.67
1423,7540.88
1424,9583.3
1425,11686.67
1426,11686.67
1427,11226.66
1428,9583.3
1429,11226.66
1430,9583.3
1431,7540.88
1432,7540.88
1433,11226.66
1434,11226.66
1435,11226.66
1436,11226.66
1437,11226.66
1438,9583.3
1439,11226.66
1440,11226.66
1441,11686.67
1442,7540.88
1443,9583.3
1444,11226.66
1445,11686.67
1446,9583.3
1447,11686.67
1448,11226.66
1449,7540.88
1450,7540.88
1451,9583.3
1452,11686.67
1453,9583.3
1454,9583.3
1455,7540.88
1456,7540.88
1457,9583.3
1458,11226.66
1459,11226.66
1460,11226.66
1461,11226.66
1462,7434.39
1463,11226.66
1464,11226.66
1465,9583.3
1466,9583.3
1467,9583.3
1468,11226.66
1469,9583.3
1470,11686.67
1471,9583.3
1472,11226.66
1473,7540.88
1474,9583.3
1475,9583.3
1476,11686.67
1477,11686.67
1478,9269.14
1479,11226.66
1480,11686.67
1481,9583.3
1482,9583.3
1483,9583.3
1484,9583.3
1485,9583.3
1486,11262.43
1487,7540.88
1488,11686.67
1489,9583.3
1490,11686.67
1491,11226.66
1492,9583.3
1493,7540.88
1494,11226.66
1495,9583.3
1496,7540.88
1497,9583.3
1498,11686.67
1499,11226.66
1500,11226.66
1501,9583.3
1502,9583.3
1503,9583.3
1504,11226.66
1505,11226.66
1506,11226.66
1507,11686.67
1508,11226.66
1509,7540.88
1510,11226.66
1511,11686.67
1512,11226.66
1513,7540.88
1514,11686.67
1515,9583.3
1516,11226.66
1517,11226.66
1518,9583.3
1519,9583.3
1520,11686.67
1521,11226.66
1522,9583.3
1523,11226.66
1524,7540.88
1525,11686.67
1526,9583.3
1527,11226.66
1528,7540.88
1529,11226.66
1530,7540.88
1531,11226.66
1532,7540.88
1533,10120.53
1534,7540.88
1535,11226.66
1536,9583.3
1537,9583.3
1538,7540.88
1539,9583.3
1540,9583.3
1541,11686.67
1542,11226.66
1543,11686.67
1544,11686.67
1545,9269.14
1546,9583.3
1547,7540.88
1548,9583.3
1549,11262.43
1550,11226.66
1551,9583.3
1552,11226.66
1553,9583.3
1554,11226.66
1555,9583.3
1556,9583.3
1557,7540.88
1558,11226.66
1559,11686.67
1560,7540.88
1561,9583.3
1562,7540.88
1563,11226.66
1564,11226.66
1565,9583.3
1566,9583.3
1567,11686.67
1568,11226.66
1569,9583.3
1570,7434.39
1571,7434.39
1572,11226.66
1573,7540.88
1574,11686.67
1575,9583.3
1576,7540.88
1577,7434.39
1578,11686.67
1579,11686.67
1580,9583.3
1581,9583.3
1582,11686.67
1583,9583.3
1584,7540.88
1585,11226.66
1586,11686.67
1587,7540.88
1588,9583.3
1589,9583.3
1590,11226.66
1591,11226.66
1592,7540.88
1593,9583.3
1594,11686.67
1595,9583.3
1596,11226.66
1597,11226.66
1598,11226.66
1599,11686.67
1600,7540.88
1601,7540.88
1602,11686.67
1603,7540.88
1604,9583.3
1605,11226.66
1606,11226.66
1607,11226.66
1608,11686.67
1609,11226.66
1610,11686.67
1611,7540.88
1612,11226.66
1613,9583.3
1614,7434.39
1615,9269.14
1616,11226.66
1617,11226.66
1618,9583.3
1619,11226.66
1620,7540.88
1621,9583.3
1622,7434.39
1623,11226.66
1624,11226.66
1625,11226.66
1626,11226.66
1627,11686.67
1628,7540.88
1629,9583.3
1630,9583.3
1631,11226.66
1632,11226.66
1633,11226.66
1634,11226.66
1635,11226.66
1636,11686.67
1637,11226.66
1638,11686.67
1639,11226.66
1640,9583.3
1641,7540.88
1642,9672.35
1643,9583.3
1644,11226.66
1645,11226.66
1646,11686.67
1647,9583.3
1648,11686.67
1649,7540.88
1650,9583.3
1651,11226.66
1652,11226.66
1653,11226.66
1654,11686.67
1655,11226.66
1656,9583.3
1657,11686.67
1658,11226.66
1659,11226.66
1660,11226.66
1661,7434.39
1662,11686.67
1663,9583.3
1664,11686.67
1665,11686.67
1666,9583.3
1667,11686.67
1668,9583.3
1669,11686.67
1670,7540.88
1671,11226.66
1672,7540.88
1673,7540.88
1674,11686.67
1675,7540.88
1676,9583.3
1677,11686.67
1678,9583.3
1679,11226.66
1680,11226.66
1681,11686.67
1682,9269.14
1683,11226.66
1684,11686.67
1685,11686.67
1686,11686.67
1687,11686.67
1688,11686.67
1689,11226.66
1690,9583.3
1691,11226.66
1692,9583.3
1693,7540.88
1694,11226.66
1695,11226.66
1696,11686.67
1697,9583.3
1698,11226.66
1699,11686.67
1700,9583.3
1701,11226.66
1702,11226.66
1703,11226.66
1704,11226.66
1705,11226.66
1706,11226.66
1707,11226.66
1708,11226.66
1709,9583.3
1710,7540.88
1711,7540.88
1712,11686.67
1713,8625.0
1714,11226.66
1715,9583.3
1716,9583.3
1717,9583.3
1718,9583.3
1719,7434.39
1720,11686.67
1721,11686.67
1722,11226.66
1723,11226.66
1724,7540.88
1725,11686.67
1726,11226.66
1727,11226.66
1728,11686.67
1729,9583.3
1730,11226.66
1731,9583.3
1732,11262.43
1733,7540.88
1734,11226.66
1735,9583.3
1736,11686.67
1737,9583.3
1738,7434.39
1739,11226.66
1740,9583.3
1741,11226.66
1742,11686.67
1743,11686.67
1744,11686.67
1745,11686.67
1746,9583.3
1747,11226.66
1748,11226.66
1749,9583.3
1750,9583.3
1751,9583.3
1752,11226.66
1753,11226.66
1754,9583.3
1755,11226.66
1756,11226.66
1757,7434.39
1758,7540.88
1759,11226.66
1760,11686.67
1761,11686.67
1762,9583.3
1763,11686.67
1764,11686.67
1765,7540.88
1766,11226.66
1767,11226.66
1768,9583.3
1769,7540.88
1770,9583.3
1771,9583.3
1772,11226.66
1773,7540.88
1774,7540.88
1775,11226.66
1776,11226.66
1777,7540.88
1778,9583.3
1779,11226.66
1780,11226.66
1781,9583.3
1782,11686.67
1783,11686.67
1784,11686.67
1785,7540.88
1786,7434.39
1787,11226.66
1788,7540.88
1789,11686.67
1790,11226.66
1791,11686.67
1792,9583.3
1793,9583.3
1794,9583.3
1795,9583.3
1796,11686.67
1797,9583.3
1798,9583.3
1799,11226.66
1800,9583.3
1801,9583.3
1802,9583.3
1803,11226.66
1804,9583.3
1805,9583.3
1806,11226.66
1807,11226.66
1808,9269.14
1809,11686.67
1810,11686.67
1811,9583.3
1812,11686.67
1813,9269.14
1814,11226.66
1815,11226.66
1816,11262.43
1817,7434.39
1818,11686.67
1819,9583.3
1820,9583.3
1821,7540.88
1822,11686.67
1823,11226.66
1824,7540.88
1825,11226.66
1826,9583.3
1827,7540.88
1828,11226.66
1829,7540.88
1830,11686.67
1831,9583.3
1832,11686.67
1833,9583.3
1834,9583.3
1835,9583.3
1836,11226.66
1837,11226.66
1838,11226.66
1839,11226.66
1840,7540.88
1841,11226.66
1842,11226.66
1843,7540.88
1844,11686.67
1845,11686.67
1846,7540.88
1847,7540.88
1848,7540.88
1849,9583.3
1850,11226.66
1851,11686.67
1852,7540.88
1853,7540.88
1854,11226.66
1855,7540.88
1856,11686.67
1857,9583.3
1858,11226.66
1859,11226.66
1860,11226.66
1861,7540.88
1862,11686.67
1863,7540.88
1864,9583.3
1865,11226.66
1866,9583.3
1867,11686.67
1868,9583.3
1869,11226.66
1870,11686.67
1871,7540.88
1872,11226.66
1873,11226.66
